Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,75.33050847457628,-2.9215825,-0.9661016949152542,-0.9661016949152542,1.0
20000,1.4174354,79.512,-2.9528418,-0.9206349206349206,-0.9206349206349206,1.0
30000,1.4153554,78.73983739837398,-2.7060075,-0.9186991869918699,-0.9186991869918699,1.0
40000,1.4128075,75.01470588235294,-2.387117,-0.9333333333333333,-0.9333333333333333,1.0
50000,1.4077976,69.08450704225352,-1.8833776,-0.9370629370629371,-0.9370629370629371,1.0
60000,1.4043555,65.07792207792208,-1.6441611,-0.9285714285714286,-0.9285714285714286,1.0
70000,1.4024897,57.81065088757396,-1.343706,-0.9408284023668639,-0.9408284023668639,1.0
80000,1.4005343,59.042682926829265,-1.2443731,-0.9451219512195121,-0.9451219512195121,1.0
90000,1.3969657,58.046783625730995,-1.0804162,-0.9590643274853801,-0.9590643274853801,1.0
100000,1.3932626,58.44311377245509,-0.89659774,-0.9341317365269461,-0.9341317365269461,1.0
110000,1.3920788,58.680473372781066,-0.85462624,-0.9763313609467456,-0.9763313609467456,1.0
120000,1.3906728,55.82386363636363,-0.8113064,-0.9096045197740112,-0.9096045197740112,1.0
130000,1.3871542,56.75,-0.78698736,-0.9595375722543352,-0.9595375722543352,1.0
140000,1.384715,57.48823529411764,-0.76410204,-0.9181286549707602,-0.9181286549707602,1.0
150000,1.3829471,66.02758620689656,-0.7561474,-0.9172413793103448,-0.9172413793103448,1.0
160000,1.3819082,78.7983193277311,-0.74922955,-0.9333333333333333,-0.9333333333333333,1.0
170000,1.380998,95.0,-0.6656581,-0.8777777777777778,-0.8777777777777778,1.0
180000,1.3794507,105.20224719101124,-0.65771127,-0.7640449438202247,-0.7640449438202247,1.0
190000,1.3778337,120.16666666666667,-0.6145723,-0.7397260273972602,-0.7397260273972602,1.0
200000,1.3760003,146.61666666666667,-0.5241076,-0.7833333333333333,-0.7833333333333333,1.0
210000,1.3751124,137.67307692307693,-0.5120501,-0.75,-0.75,1.0
220000,1.3751546,185.0,-0.3794335,-0.35294117647058826,-0.35294117647058826,1.0
230000,1.3743411,186.88235294117646,-0.38012704,-0.8823529411764706,-0.8823529411764706,1.0
240000,1.3720293,1166.6666666666667,-0.3123123,-0.6666666666666666,-0.6666666666666666,1.0
250000,1.3695215,131.91666666666666,-0.29481304,-0.8333333333333334,-0.8333333333333334,1.0
260000,1.3671004,331.0,-0.2787489,-0.5833333333333334,-0.5833333333333334,1.0
270000,1.3653686,416.0,-0.21322699,-0.625,-0.625,1.0
280000,1.3642435,617.5,-0.17546959,0.5,0.5,1.0
290000,1.3622847,None,-0.13573852,None,None,1.0
300000,1.3599911,None,-0.11136566,None,None,1.0
310000,1.357392,None,-0.09656863,None,None,1.0
320000,1.351907,None,-0.07835772,None,None,1.0
330000,1.3482283,None,-0.06710749,None,None,1.0
340000,1.3442886,None,-0.056842476,None,None,1.0
350000,1.3420136,None,-0.051342133,None,None,1.0
360000,1.3413811,None,-0.04386544,None,None,1.0
370000,1.337089,None,-0.039231446,None,None,1.0
380000,1.3343275,None,-0.033516515,None,None,1.0
390000,1.3334247,None,-0.029690756,None,None,1.0
400000,1.3309038,None,-0.026312107,None,None,1.0
410000,1.3269067,None,-0.021894136,None,None,1.0
420000,1.3237967,None,-0.017418673,None,None,1.0
430000,1.3215405,None,-0.013955263,None,None,1.0
440000,1.3185173,11042.0,-0.015983587,1.0,1.0,1.0
450000,1.3167338,6588.75,-0.029347265,-0.75,-0.75,1.0
460000,1.3163767,356.25,-0.01979986,0.0,0.0,1.0
470000,1.3146533,None,0.0017778067,None,None,1.0
480000,1.3128321,None,0.0020704188,None,None,1.0
490000,1.3130227,None,0.0014161367,None,None,1.0
500000,1.3133607,None,0.0014620788,None,None,1.0
510000,1.3132671,None,0.00069602235,None,None,1.0
520000,1.3124855,1910.0,-0.019602492,0.0,0.0,1.0
530000,1.3115847,None,-0.008830749,None,None,1.0
540000,1.311663,414.5,-0.04017365,-0.5,-0.5,1.0
550000,1.3115458,None,-0.029303912,None,None,1.0
560000,1.3109688,None,-0.023050511,None,None,1.0
570000,1.3102449,None,-0.019834734,None,None,1.0
580000,1.3084012,None,-0.012403424,None,None,1.0
590000,1.3058989,None,-0.008729545,None,None,1.0
600000,1.3035928,2035.5,-0.009991456,-1.0,-1.0,1.0
610000,1.3020079,None,-0.00060858857,None,None,1.0
620000,1.3010362,None,0.0012522257,None,None,1.0
630000,1.2996902,None,-0.00020514612,None,None,1.0
640000,1.2985877,None,0.001002646,None,None,1.0
650000,1.2961594,None,-0.0015168572,None,None,1.0
660000,1.2939941,25871.0,0.0011796409,0.0,0.0,1.0
670000,1.2929448,24745.0,0.00027674995,-1.0,-1.0,1.0
680000,1.2930167,None,-0.0014306038,None,None,1.0
690000,1.2930766,None,-0.00019280169,None,None,1.0
700000,1.2909205,None,0.00035105704,None,None,1.0
710000,1.2884282,None,0.0017471816,None,None,1.0
720000,1.2862194,None,0.0010889492,None,None,1.0
730000,1.283885,None,0.002560003,None,None,1.0
740000,1.2804378,None,0.0020474268,None,None,1.0
750000,1.2767344,None,0.0029326268,None,None,1.0
760000,1.2749541,None,0.0020672048,None,None,1.0
770000,1.2726,None,0.0023486896,None,None,1.0
780000,1.270515,None,0.0014782924,None,None,1.0
790000,1.2692316,None,0.00079788495,None,None,1.0
800000,1.2679446,None,0.001038435,None,None,1.0
810000,1.2660413,None,0.00069681916,None,None,1.0
820000,1.2643167,None,0.000233434,None,None,1.0
830000,1.2637398,None,-0.00027239602,None,None,1.0
840000,1.2633363,None,-0.00027233353,None,None,1.0
850000,1.2618436,None,-0.0003919793,None,None,1.0
860000,1.2597821,None,0.00025226065,None,None,1.0
870000,1.2574762,None,0.00010546285,None,None,1.0
880000,1.2556293,None,0.0011494168,None,None,1.0
890000,1.2545979,None,0.0010981573,None,None,1.0
900000,1.2525188,None,0.0014230976,None,None,1.0
910000,1.249252,None,0.0011129054,None,None,1.0
920000,1.2461944,None,0.0011875315,None,None,1.0
930000,1.2439874,None,0.0010975627,None,None,1.0
940000,1.2429065,None,0.0009452854,None,None,1.0
950000,1.2413609,None,0.0006153508,None,None,1.0
960000,1.2389597,None,0.00096001994,None,None,1.0
970000,1.236781,None,0.0014944532,None,None,1.0
980000,1.2348337,None,0.00075372076,None,None,1.0
