Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189384,82.48245614035088,0.8071489,-0.9380530973451328,-0.9380530973451328,1.0
20000,1.4192182,85.24369747899159,1.444915,-0.8666666666666667,-0.8666666666666667,1.0
30000,1.4208585,86.67256637168141,1.6529744,-0.9375,-0.9375,1.0
40000,1.4214349,76.55038759689923,1.6450307,-0.937984496124031,-0.937984496124031,1.0
50000,1.4197596,68.9645390070922,1.9592146,-0.9647887323943662,-0.9647887323943662,1.0
60000,1.4176372,68.3013698630137,1.6048518,-0.9183673469387755,-0.9183673469387755,1.0
70000,1.4159024,66.86842105263158,1.4516252,-0.9205298013245033,-0.9205298013245033,1.0
80000,1.4168653,65.61904761904762,1.421327,-0.9251700680272109,-0.9251700680272109,1.0
90000,1.4200463,65.25657894736842,1.0427324,-0.9276315789473685,-0.9276315789473685,1.0
100000,1.4221449,62.38461538461539,0.98963326,-0.9235668789808917,-0.9235668789808917,1.0
110000,1.4220026,65.60666666666667,0.8020789,-0.9466666666666667,-0.9466666666666667,1.0
120000,1.4211389,65.25827814569537,0.6348561,-0.9539473684210527,-0.9539473684210527,1.0
130000,1.4206564,67.8344827586207,0.50205165,-0.9517241379310345,-0.9517241379310345,1.0
140000,1.4196007,71.06569343065694,0.12266635,-0.8759124087591241,-0.8759124087591241,1.0
150000,1.4176611,84.87387387387388,0.0121127805,-0.8053097345132744,-0.8053097345132744,1.0
160000,1.4160488,101.72631578947369,-0.0031280217,-0.7052631578947368,-0.7052631578947368,1.0
170000,1.4151517,126.06410256410257,-0.05693312,-0.45569620253164556,-0.45569620253164556,1.0
180000,1.413729,147.6865671641791,-0.011583739,-0.3382352941176471,-0.3382352941176471,1.0
190000,1.4103297,143.23529411764707,-0.032057744,-0.39705882352941174,-0.39705882352941174,1.0
200000,1.4072566,157.0483870967742,-0.018312827,-0.20967741935483872,-0.20967741935483872,1.0
210000,1.4050262,179.07272727272726,-0.0005098036,0.07272727272727272,0.07272727272727272,1.0
220000,1.4015828,186.9245283018868,0.08012432,0.09615384615384616,0.09615384615384616,1.0
230000,1.398478,196.45098039215685,0.059572034,0.038461538461538464,0.038461538461538464,1.0
240000,1.3964044,196.26,0.13612999,0.28,0.28,1.0
250000,1.3939847,197.36,0.088120155,0.11764705882352941,0.11764705882352941,1.0
260000,1.389055,196.43396226415095,0.095089205,0.2830188679245283,0.2830188679245283,1.0
270000,1.3844235,199.0,0.13047135,0.40816326530612246,0.40816326530612246,1.0
280000,1.3802552,195.64,0.14002149,0.27450980392156865,0.27450980392156865,1.0
290000,1.3769499,199.0,0.12164276,0.25,0.25,1.0
300000,1.3753958,199.0,0.13251881,0.26,0.26,1.0
310000,1.3724937,195.2549019607843,0.1317254,0.2549019607843137,0.2549019607843137,1.0
320000,1.369504,199.0,0.1343215,0.44,0.44,1.0
330000,1.3675406,199.0,0.10447417,0.22448979591836735,0.22448979591836735,1.0
340000,1.3662199,199.0,0.08434689,0.32075471698113206,0.32075471698113206,1.0
350000,1.3653139,199.0,0.13574795,0.43137254901960786,0.43137254901960786,1.0
360000,1.3651742,199.0,0.13825442,0.42857142857142855,0.42857142857142855,1.0
370000,1.3619927,198.6,0.16551301,0.5208333333333334,0.5208333333333334,1.0
380000,1.3601576,199.0,0.19061267,0.68,0.68,1.0
390000,1.358814,196.76470588235293,0.16302219,0.5769230769230769,0.5769230769230769,1.0
